June 2010
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,49,35,30,42,41,33,22,29,22,19,15,15,17,23,28,34,23,26,28,37,46,51,34,54,30,36,31,29,30,13
,Houston Aldine C8/AF108/X150 ,2,Reg,65,40,35,49,52,47,32,37,27,23,17,18,22,27,38,42,28,33,41,50,63,61,NV,50,43,46,44,37,NV,21
,Channelview C15/AH115 ,3,Reg,46,36,35,46,41,38,27,28,22,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Northwest Harris Co. C26/A110/X154,2,Reg,61,40,39,52,48,45,36,35,30,27,24,22,24,28,33,40,27,29,39,39,59,61,47,31,42,44,42,35,36,23
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,46,38,41,54,41,41,33,39,23,20,16,16,18,23,31,32,22,27,28,32,41,52,41,46,36,37,33,33,35,22
,Seabrook Friendship Park C45,1,Reg,40,36,44,59,38,36,35,32,21,19,15,16,19,20,29,29,19,22,23,29,36,48,38,30,38,34,31,29,31,22
,Houston Bayland Park C53/A146 ,1,Reg,43,34,37,53,43,32,28,32,22,22,16,15,18,20,24,34,20,21,28,26,34,39,34,35,30,31,31,28,40,19
,Conroe Relocated C78/A321,1,Reg,68,43,36,42,54,47,28,28,22,32,30,28,28,38,43,49,36,41,47,45,66,60,46,33,49,42,50,25,27,20
,Houston Regional Office C81,1,Reg,40,31,31,46,39,29,19,25,19,16,12,13,17,19,26,29,19,20,25,28,34,38,28,31,26,34,28,NV,29,14
,Manvel Croix Park C84,1,Reg,41,33,39,56,40,31,30,32,24,19,15,16,18,22,32,32,23,23,25,24,31,38,33,29,31,31,30,25,33,23
,Clinton C403/C304/AH113 ,3,Reg,44,31,29,49,40,33,25,34,21,18,13,14,18,20,28,28,21,22,25,31,38,43,33,40,31,36,30,26,34,19
,Houston North Wayside C405/C1033,1,Reg,48,31,26,43,40,35,23,29,21,18,14,15,18,21,25,32,21,23,30,37,45,45,28,45,30,36,32,29,29,17
,Houston Monroe C406,1,Reg,36,31,34,45,35,29,27,30,21,20,14,14,16,20,26,27,21,21,22,23,28,38,33,28,29,31,25,24,32,20
,Lang C408,2,Reg,46,36,36,46,46,39,21,25,22,21,17,17,19,22,29,38,22,25,32,30,44,46,33,NV,NV,34,33,35,31,17
,Houston Croquet C409,2,Reg,41,33,37,54,42,31,28,NV,23,22,16,15,18,20,26,33,20,21,28,24,30,38,34,32,32,31,31,25,41,20
,Houston Westhollow C410/C3003,1,Reg,41,33,39,53,44,34,28,32,21,19,16,17,18,21,24,33,20,21,24,26,32,39,28,33,28,31,29,28,40,20
,Houston Texas Avenue C411,1,Reg,40,29,28,41,39,32,21,26,21,18,14,14,17,20,26,29,20,20,24,27,35,40,30,30,29,35,29,29,35,18
,Park Place C416,1,Reg,45,35,35,50,NV,NA,NA,NV,24,21,16,16,19,23,30,32,23,24,26,28,35,45,37,33,32,38,31,28,35,19
,Sheldon C551,1,Non,55,37,37,48,46,43,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,38,42,28,30,19
,Baytown Wetlands Center C552,1,Non,43,37,43,51,39,36,32,28,23,20,16,17,21,21,33,31,21,24,30,33,40,45,38,32,36,33,33,27,35,21
,Crosby Library C553,1,Non,69,52,49,50,56,49,NV,NA,NA,NA,NA,NA,NA,NA,NV,46,28,38,47,47,60,56,39,52,40,37,41,28,32,20
,West Houston C554,1,Non,48,33,39,52,44,40,26,33,24,23,19,19,21,24,28,39,24,25,32,28,43,47,35,37,33,35,34,32,41,22
,Mercer Arboretum C557,1,Non,73,45,38,46,58,53,31,35,29,28,23,24,NV,36,45,52,34,42,50,57,71,69,50,54,47,49,51,23,32,22
,Tom Bass C558,1,Non,37,33,37,52,38,29,26,29,21,17,14,15,18,20,29,30,21,21,23,24,30,38,33,29,30,30,27,27,35,20
,Katy Park C559,1,Non,43,32,36,52,40,32,27,32,23,19,14,15,17,19,23,30,18,19,22,26,39,39,34,29,33,31,33,25,41,22
,Atascocita C560,1,Non,66,43,39,46,52,45,27,33,26,23,19,21,23,29,NV,NV,31,37,43,53,70,69,44,69,41,42,48,33,31,NV
,Meyer Park C561,1,Non,62,37,39,48,52,47,35,34,30,26,23,21,23,31,36,46,31,35,42,43,60,61,46,42,44,48,42,37,34,22
,Bunker Hill Village C562,1,Non,47,36,35,51,47,38,23,27,22,22,17,16,19,23,26,35,22,23,29,30,38,44,32,35,25,30,31,30,37,17
,Clear Brook High School C570,1,Non,37,32,39,53,37,28,30,31,22,19,14,15,17,20,29,25,20,22,21,25,30,44,34,30,32,32,27,25,29,20
,Clear Creek High School C571,1,Non,36,33,42,57,34,29,32,31,18,17,15,15,17,19,29,28,19,21,21,29,29,48,35,33,37,34,29,32,29,22
,Clear Lake High School C572,1,Non,41,36,42,56,39,36,33,33,21,18,15,15,17,20,29,29,20,23,23,29,31,48,37,33,36,34,31,31,32,22
,HRM-3 Haden Road C603/A114 ,1,Non,47,33,32,46,36,29,NV,NA,NA,NA,NV,13,16,21,28,33,21,25,28,35,43,50,32,55,30,33,31,23,33,17
,Wallisville Road C617 ,1,Non,55,42,47,48,47,42,31,34,28,25,20,19,24,29,37,39,24,33,38,43,48,49,39,60,41,35,34,32,37,22
,Danciger C618 ,1,Non,34,31,43,51,37,25,29,38,23,20,18,17,19,20,26,28,21,20,22,21,24,31,29,26,27,30,29,27,31,26
,Mustang Bayou C619 ,1,Non,33,35,43,50,37,28,29,29,21,19,17,15,19,21,30,28,21,22,20,20,24,35,30,26,27,25,25,24,24,20
,Texas City 34th St. C620 ,1,Non,32,33,44,57,33,27,29,27,18,16,13,13,17,20,28,25,19,18,17,19,28,45,33,28,30,28,27,28,25,20
,UH Moody Tower C695,1,Non,49,40,43,58,49,42,32,36,31,27,21,20,24,28,36,39,28,29,31,34,43,51,44,40,38,44,35,41,42,24
,U of H-Sugarland C696,1,Non,NA,NA,NV,50,40,30,34,35,20,18,15,16,18,20,24,29,19,NV,22,25,34,35,30,29,29,30,29,26,44,22
,UH Coastal Center C697,1,Non,33,38,43,56,36,29,32,29,21,19,16,16,18,18,30,27,19,20,17,19,28,43,37,32,30,28,27,29,26,22
,UH WG Jones Forest C698,1,Non,82,48,39,53,63,60,35,36,32,36,33,33,31,43,NV,NV,41,47,58,58,80,80,60,42,62,54,60,35,36,25
,UH West Liberty C699,1,Non,47,41,38,33,44,41,21,28,26,21,18,17,22,29,34,39,25,35,41,38,49,43,33,38,37,32,31,27,28,19
,Lynchburg Ferry C1015/A165 ,1,Reg,46,41,39,48,40,38,32,35,25,20,18,16,20,21,30,32,23,26,29,36,49,48,42,52,42,34,37,29,37,23
,Lake Jackson C1016 ,1,Reg,30,28,43,45,33,24,27,32,18,16,15,15,16,17,26,25,16,17,17,17,20,31,24,25,26,26,25,21,24,18
,Galveston 99th St. C1034/A320/X183,1,Reg,34,38,40,55,40,28,NV,27,19,17,15,15,17,23,28,25,18,16,18,18,29,39,34,15,22,25,23,24,18,NA

July 2010
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
,Clear Brook High School C570,1,Non,28,25,24,24,23,25,36,59,56,53,53,59,54,71,38,81,70,61,66,56,86,62,45,37,25,36,29,33,27,25,35
,Clear Lake High School C572,1,Non,33,36,NV,25,24,24,28,61,54,59,58,61,56,71,41,79,72,69,70,58,91,71,47,38,25,29,28,30,26,27,35
,HRM-3 Haden Road C603/A114 ,1,Non,28,35,29,24,24,24,36,55,43,50,48,48,47,58,32,55,64,62,60,53,64,68,NA,NV,25,39,34,39,37,34,38
,Wallisville Road C617 ,1,Non,29,42,35,32,28,28,43,60,46,60,56,51,51,56,41,60,69,69,65,56,59,84,48,40,28,39,36,36,34,40,51
,Danciger C618 ,1,Non,29,29,23,25,26,34,34,53,68,52,49,53,52,64,56,66,68,59,62,55,65,58,42,38,28,32,30,29,26,25,31
,Mustang Bayou C619 ,1,Non,31,30,24,25,23,22,29,47,64,55,55,58,58,65,51,78,71,58,62,58,77,56,46,40,26,40,28,29,25,22,33
,Texas City 34th St. C620 ,1,Non,35,33,27,26,25,24,39,50,55,61,61,68,64,73,59,74,83,71,74,64,93,64,50,43,27,44,33,31,23,23,36
,UH Moody Tower C695,1,Non,33,38,33,33,34,36,50,64,62,62,63,61,59,75,44,71,88,67,74,63,86,74,51,43,33,44,37,40,40,40,41
,U of H-Sugarland C696,1,Non,29,31,28,25,26,33,39,52,65,55,52,51,51,89,46,71,80,58,60,56,66,60,41,35,28,34,32,32,28,27,33
,UH Coastal Center C697,1,Non,34,33,28,27,25,24,35,49,60,59,61,67,NV,NV,56,72,77,65,69,62,91,61,49,43,28,43,31,30,23,22,36
,UH WG Jones Forest C698,1,Non,45,59,56,51,47,41,52,54,48,60,59,54,53,64,45,57,64,83,77,57,58,62,58,51,45,53,44,48,48,65,57
,UH West Liberty C699,1,Non,29,47,36,34,33,30,49,50,43,59,51,47,49,52,37,53,59,67,61,54,50,64,52,41,29,34,34,43,43,43,50
,Lynchburg Ferry C1015/A165 ,1,Reg,30,36,32,25,24,26,41,55,42,56,53,48,46,59,37,53,66,67,65,54,60,75,47,39,26,38,34,33,28,34,42
,Lake Jackson C1016 ,1,Reg,31,28,23,23,22,28,31,47,67,51,49,52,53,64,55,59,68,59,62,53,63,54,42,41,26,35,27,26,21,21,25
,Galveston 99th St. C1034/A320/X183,1,Reg,35,32,23,22,21,19,NV,39,58,52,51,56,49,66,48,62,72,65,62,53,74,46,43,39,26,39,28,28,18,17,26

June 2012
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,85,45,30,36,67,72,64,45,58,40,21,22,33,27,24,34,62,41,19,39,47,48,55,48,61,100,83,54,41,28
,Houston Aldine C8/AF108/X150 ,2,Reg,66,41,31,40,57,70,57,48,51,42,24,26,39,29,30,34,53,41,16,40,43,50,48,47,60,69,95,55,49,27
,Channelview C15/AH115 ,3,Reg,71,55,27,34,60,57,61,49,56,39,21,24,37,25,24,31,58,36,20,35,45,51,52,48,63,77,77,61,39,28
,Northwest Harris Co. C26/A110/X154,2,Reg,84,36,30,45,60,75,54,50,59,38,23,33,39,28,32,37,57,54,18,33,43,53,47,47,61,69,99,NV,NA,NV
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,91,41,23,31,57,49,74,56,56,33,17,24,31,23,20,38,55,38,28,38,55,54,56,49,67,85,77,54,36,28
,Seabrook Friendship Park C45,1,Reg,67,49,22,28,64,38,NV,NV,56,32,14,24,29,20,18,48,49,39,33,40,50,57,55,51,71,84,78,58,41,30
,Houston Bayland Park C53/A146 ,1,Reg,104,39,23,32,66,43,69,60,72,32,17,25,29,21,24,33,67,42,16,27,56,54,55,53,70,99,71,47,34,25
,Conroe Relocated C78/A321,1,Reg,63,53,41,51,40,52,50,49,47,51,40,38,50,46,47,28,48,45,21,32,39,51,44,42,55,64,82,70,56,25
,Houston Regional Office C81,1,Reg,93,33,24,30,63,50,58,43,58,33,16,20,27,20,19,33,62,37,21,34,48,NV,NA,NA,NA,NA,NA,NA,NA,NA
,Manvel Croix Park C84,1,Reg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,25,35,66,48,24,38,64,68,67,71,94,136,81,54,39,31
,Clinton C403/C304/AH113 ,3,Reg,90,42,27,29,62,59,64,49,61,35,16,19,26,18,20,37,62,35,17,36,54,51,55,50,66,102,68,43,33,27
,Houston North Wayside C405/C1033,1,Reg,75,38,29,33,59,70,54,44,54,37,19,20,34,23,25,32,55,35,15,37,40,47,49,48,63,78,85,44,40,24
,Houston Monroe C406,1,Reg,97,35,27,31,62,45,85,57,61,34,19,23,33,23,22,37,60,41,25,40,59,53,61,56,71,104,73,51,34,30
,Lang C408,2,Reg,84,44,28,41,69,66,62,53,61,41,25,28,39,29,30,38,60,45,18,26,44,52,52,51,63,84,84,54,41,25
,Houston Croquet C409,2,Reg,94,31,24,31,60,35,76,61,76,34,16,24,29,20,25,33,67,42,19,33,64,58,64,58,77,121,71,48,36,28
,Houston Westhollow C410/C3003,1,Reg,91,34,27,37,60,45,66,63,73,35,20,27,31,23,22,35,68,44,19,32,59,58,58,52,70,82,72,52,37,27
,Houston Texas Avenue C411,1,Reg,94,44,28,33,69,57,61,50,64,37,20,22,33,23,23,38,64,42,NV,NV,51,51,55,55,70,96,74,46,37,27
,Park Place C416,1,Reg,99,35,26,31,65,49,71,47,67,34,19,22,31,23,23,38,64,42,23,38,58,53,58,52,71,114,75,52,38,28
,Sheldon C551,1,Non,68,49,27,36,49,57,53,43,49,40,18,21,31,24,22,28,51,29,16,29,37,46,47,44,NV,NA,NA,NA,NV,22
,Baytown Wetlands Center C552,1,Non,77,55,21,30,57,46,64,49,54,36,14,25,31,22,23,33,55,36,28,36,55,55,52,50,64,77,76,57,41,30
,Crosby Library C553,1,Non,61,56,31,43,48,55,57,46,48,46,23,27,35,31,33,28,50,34,17,34,40,49,47,46,63,71,82,58,43,26
,West Houston C554,1,Non,97,32,27,38,67,58,59,57,68,36,22,28,36,25,26,37,65,47,17,29,52,55,59,52,66,74,77,55,40,27
,La Porte Sylvan Beach C556,1,Non,65,56,23,30,66,41,65,50,59,35,17,26,31,22,23,48,51,40,33,41,51,58,55,51,67,87,79,63,45,33
,Mercer Arboretum C557,1,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,31,52,44,18,36,41,50,47,45,59,60,106,65,56,24
,Tom Bass C558,1,Non,94,30,24,29,59,33,82,59,60,32,18,25,30,21,20,36,61,42,18,33,58,56,61,56,77,113,69,48,35,26
,Katy Park C559,1,Non,80,32,24,33,55,45,55,53,68,32,18,27,29,21,21,35,65,45,15,26,53,53,57,48,61,59,73,51,36,26
,Atascocita C560,1,Non,61,48,33,43,48,56,52,39,48,43,24,28,40,29,31,30,47,40,17,36,40,47,46,45,58,62,96,65,49,26
,Meyer Park C561,1,Non,73,40,32,46,61,73,47,45,52,40,27,32,41,33,33,33,51,46,18,26,39,48,45,42,58,62,94,57,54,25
,Bunker Hill Village C562,1,Non,102,34,25,37,71,53,65,62,68,38,22,26,35,26,27,37,66,45,17,28,53,59,55,53,71,89,76,51,37,25
,Huffman Wolf Road C563,1,Non,57,62,37,49,46,52,54,47,46,53,31,34,41,39,41,31,51,38,23,39,42,51,45,48,66,61,80,64,52,29
,Clear Brook High School C570,1,Non,84,33,22,29,53,41,74,61,59,34,16,21,29,21,17,37,60,41,25,39,57,63,61,65,80,92,77,52,35,30
,Clear Lake High School C572,1,Non,85,41,21,29,59,28,68,60,59,36,18,21,30,24,20,41,58,43,21,43,57,62,62,62,79,92,83,60,29,23
,HRM-3 Haden Road C603/A114 ,1,Non,82,46,26,33,62,68,67,51,59,37,18,24,35,26,23,33,63,39,24,39,51,51,56,50,63,89,79,57,35,27
,Wallisville Road C617 ,1,Non,70,56,26,36,50,55,65,50,55,42,20,29,36,27,27,32,61,36,26,39,48,55,54,49,66,84,82,62,46,31
,Danciger C618 ,1,Non,74,23,22,30,30,32,70,52,52,29,14,20,24,21,19,26,59,44,20,35,49,67,57,66,84,77,70,45,36,28
,Mustang Bayou C619 ,1,Non,70,37,22,26,43,27,61,52,56,28,16,20,25,20,17,60,49,38,31,37,42,60,54,55,78,92,70,49,32,29
,Texas City 34th St. C620 ,1,Non,74,52,24,29,64,41,70,67,60,32,16,NV,29,21,19,51,52,40,36,43,45,68,67,62,85,91,80,63,43,34
,UH Moody Tower C695,1,Non,114,55,34,40,79,60,75,59,76,41,26,28,39,30,28,45,74,50,27,46,61,62,65,60,77,116,83,61,45,35
,U of H-Sugarland C696,1,Non,83,36,23,31,45,33,74,NV,68,31,17,27,26,19,19,31,64,42,19,34,66,62,64,53,69,84,65,48,34,28
,UH Coastal Center C697,1,Non,75,35,23,28,52,41,66,62,56,31,17,21,27,21,19,45,51,40,33,41,45,64,62,58,85,88,75,56,38,31
,UH WG Jones Forest C698,1,Non,68,52,42,54,51,54,58,54,50,51,39,NV,NV,47,47,33,53,52,23,37,44,56,50,48,63,75,97,75,64,28
,UH West Liberty C699,1,Non,53,59,31,45,43,49,51,45,43,49,25,25,34,32,31,26,46,31,19,35,38,46,41,43,58,53,73,55,45,25
,Lynchburg Ferry C1015/A165 ,1,Reg,71,59,25,32,60,49,71,44,58,36,20,NV,38,23,23,35,50,36,25,35,47,49,50,43,56,74,73,59,41,30
,Lake Jackson C1016 ,1,Reg,69,21,21,26,27,29,61,44,47,25,15,18,22,19,17,32,52,39,30,36,42,63,54,63,92,86,71,47,30,31
,Baytown Garth C1017,1,Reg,NA,NA,NA,NA,NA,NA,NA,48,51,40,18,26,35,26,26,30,57,33,25,36,46,51,50,45,60,78,75,59,43,30
,Galveston 99th St. C1034/A320/X183,1,Reg,68,60,23,22,34,29,56,52,44,32,15,18,23,16,15,46,45,36,31,36,35,61,54,59,69,84,70,57,34,28

July 2012
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,19,29,25,22,25,40,45,28,16,21,18,19,29,41,36,33,32,31,30,42,39,30,30,28,24,22,27,59,50,38,38
,Houston Aldine C8/AF108/X150 ,2,Reg,19,33,28,22,28,41,46,21,18,22,17,11,33,49,40,35,35,38,30,39,36,33,32,28,24,23,32,42,49,41,41
,Channelview C15/AH115 ,3,Reg,21,26,25,22,24,45,NA,NA,NA,NA,NV,NV,NV,NV,NA,NA,NV,NA,NV,NV,NV,NV,20,NV,NA,NV,NA,NV,NV,NV,NA
,Northwest Harris Co. C26/A110/X154,2,Reg,26,31,29,25,34,35,35,20,18,23,17,22,27,40,34,37,NV,36,NV,NA,NA,NA,NV,34,24,22,27,24,40,27,28
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,22,25,23,17,19,33,NV,21,19,22,19,20,30,39,30,30,33,26,22,38,33,21,30,24,25,20,22,44,38,28,24
,Seabrook Friendship Park C45,1,Reg,24,25,24,17,19,30,32,23,21,25,21,24,40,39,34,29,30,25,21,36,29,20,29,22,22,19,18,30,33,26,21
,Houston Bayland Park C53/A146 ,1,Reg,20,20,20,19,24,29,35,20,18,20,17,14,25,37,28,24,24,25,21,28,28,23,27,23,21,18,18,33,36,29,27
,Conroe Relocated C78/A321,1,Reg,29,46,36,33,49,45,33,30,28,34,20,22,35,37,35,45,43,50,25,30,34,31,37,40,32,28,42,32,45,29,35
,Manvel Croix Park C84,1,Reg,23,22,20,24,21,28,31,26,21,28,23,22,34,35,30,29,26,24,23,31,31,20,29,24,23,20,24,37,31,24,24
,Clinton C403/C304/AH113 ,3,Reg,19,20,17,21,20,32,38,28,11,12,11,14,30,41,31,23,21,21,21,28,32,24,24,17,15,15,20,48,42,26,25
,Houston North Wayside C405/C1033,1,Reg,16,27,22,20,22,36,44,19,13,16,11,7,23,46,36,26,26,25,28,33,31,30,22,20,17,18,24,48,44,37,36
,Houston Monroe C406,1,Reg,20,19,20,21,21,29,34,22,14,24,21,17,26,34,27,26,26,22,21,35,31,24,28,23,23,20,24,38,35,29,26
,Lang C408,2,Reg,20,25,25,25,27,37,44,23,16,21,18,14,19,49,33,31,25,31,23,35,31,31,26,28,23,20,29,39,44,32,32
,Houston Croquet C409,2,Reg,21,19,18,21,24,27,35,22,21,24,20,17,29,37,29,26,22,26,21,31,29,20,27,19,21,17,17,35,33,27,24
,Houston Westhollow C410/C3003,1,Reg,22,24,23,21,23,26,33,24,18,22,19,18,29,37,32,26,24,24,21,27,27,22,27,25,20,17,22,26,34,24,25
,Houston Texas Avenue C411,1,Reg,21,21,23,23,21,34,44,NV,NV,20,15,13,21,46,32,28,NV,NV,25,35,34,29,30,24,22,19,25,44,42,34,31
,Park Place C416,1,Reg,19,21,22,21,22,30,38,22,17,21,19,16,23,37,29,29,27,25,23,34,32,24,30,24,22,19,24,41,38,29,27
,Sheldon C551,1,Non,15,26,25,19,22,38,37,16,11,15,12,13,27,34,30,25,32,28,27,37,35,27,21,23,20,17,NV,40,47,39,34
,Baytown Wetlands Center C552,1,Non,24,25,23,20,25,37,38,20,15,21,20,22,35,38,31,30,29,26,25,55,40,26,28,25,22,20,21,52,42,38,27
,Crosby Library C553,1,Non,21,30,34,27,33,50,42,29,21,20,17,24,33,40,38,33,34,37,34,43,43,34,27,33,NV,NA,NA,NA,NA,NA,NA
,West Houston C554,1,Non,22,26,24,22,28,30,36,20,15,21,18,16,25,38,33,29,26,29,20,31,27,25,30,28,21,19,23,29,36,25,26
,La Porte Sylvan Beach C556,1,Non,25,27,26,20,23,35,36,24,23,24,21,26,45,39,34,33,32,29,22,42,35,25,30,25,25,22,21,36,35,31,24
,Mercer Arboretum C557,1,Non,21,40,33,24,36,46,43,24,20,24,18,15,26,41,40,40,37,43,24,29,33,32,34,36,27,24,37,33,52,38,42
,Tom Bass C558,1,Non,19,20,20,19,17,25,32,21,19,22,18,17,26,30,25,25,22,21,19,28,26,19,25,22,20,17,21,32,30,23,21
,Katy Park C559,1,Non,23,24,20,18,21,25,30,19,15,22,18,16,29,32,26,23,22,24,21,28,25,20,27,23,20,16,18,26,32,21,23
,Atascocita C560,1,Non,22,38,33,25,33,48,43,26,20,21,15,18,35,48,41,39,41,43,32,34,40,33,31,33,26,25,35,42,53,44,42
,Meyer Park C561,1,Non,23,33,29,23,34,36,38,21,19,19,17,17,24,49,35,37,32,37,21,26,29,27,38,34,26,22,34,25,43,28,31
,Bunker Hill Village C562,1,Non,19,21,22,21,26,36,37,20,15,20,17,13,20,41,31,26,23,27,22,30,28,25,26,25,22,18,25,32,40,28,29
,Huffman Wolf Road C563,1,Non,26,32,42,36,43,58,40,32,30,27,21,30,36,41,44,36,40,45,41,36,46,41,35,41,36,32,41,39,58,NV,NA
,Clear Brook High School C570,1,Non,22,20,18,NV,18,29,29,24,21,24,19,20,34,35,29,27,26,20,20,33,31,21,29,22,25,20,20,34,36,25,22
,Clear Lake High School C572,1,Non,20,23,23,16,17,27,21,17,20,27,20,NV,20,31,NV,27,NV,NV,18,24,19,17,28,21,23,19,NV,16,18,24,21
,HRM-3 Haden Road C603/A114 ,1,Non,19,27,25,20,21,40,42,23,12,19,17,14,27,37,32,28,29,29,27,39,39,28,26,24,24,21,23,58,46,36,34
,Wallisville Road C617 ,1,Non,27,30,28,26,28,51,44,28,21,22,21,27,37,45,35,33,35,31,33,51,48,37,29,29,26,24,28,53,51,46,42
,Danciger C618 ,1,Non,21,NV,18,17,17,20,NA,NA,NV,25,24,23,29,30,27,20,24,19,21,25,26,19,24,20,22,NV,14,20,26,18,17
,Mustang Bayou C619 ,1,Non,22,20,19,17,15,23,22,26,25,27,21,22,32,28,28,22,23,17,21,23,25,18,23,21,23,19,17,24,25,21,19
,Texas City 34th St. C620 ,1,Non,26,24,22,19,19,22,31,28,25,31,28,24,42,36,34,29,26,21,25,30,26,23,32,22,23,18,16,25,29,23,18
,UH Moody Tower C695,1,Non,27,27,29,27,26,NV,NV,21,18,21,18,17,28,40,30,26,29,28,27,36,36,27,31,26,24,18,NV,39,37,30,25
,U of H-Sugarland C696,1,Non,20,22,20,17,17,25,29,22,18,23,20,17,31,27,27,22,23,18,17,24,26,17,22,20,20,16,15,27,27,22,19
,UH Coastal Center C697,1,Non,25,22,22,18,17,25,27,29,30,30,26,23,38,34,31,27,25,20,26,28,26,19,30,21,23,18,17,25,31,21,19
,UH WG Jones Forest C698,1,Non,30,49,45,32,49,48,36,NV,NA,NV,18,25,38,44,44,48,40,56,26,37,35,35,44,45,33,NA,NV,31,49,32,34
,UH West Liberty C699,1,Non,23,24,33,29,33,50,34,29,24,24,19,27,35,38,38,27,32,32,36,34,41,35,29,32,30,28,39,33,53,46,39
,Lynchburg Ferry C1015/A165 ,1,Reg,22,26,26,20,22,45,37,25,17,21,17,21,33,38,30,29,27,28,27,42,40,29,25,25,26,21,21,49,43,34,29
,Lake Jackson C1016 ,1,Reg,21,18,17,16,14,16,20,21,18,25,22,16,28,28,28,18,21,17,17,22,18,16,29,NV,19,15,13,17,22,16,NV
,Baytown Garth C1017,1,Reg,24,27,26,23,25,47,40,25,NA,NA,NA,NV,36,41,32,30,32,30,33,51,47,35,28,27,25,23,29,51,50,44,41
,Galveston 99th St. C1034/A320/X183,1,Reg,21,17,18,16,16,16,23,24,25,32,25,23,36,29,29,25,23,17,19,21,19,24,28,19,19,15,14,19,26,18,13

August 2012
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,41,28,NA,NA,NA,NA,NV,54,38,40,48,28,37,32,26,27,23,23,47,74,45,53,32,25,21,37,43,42,37,50,36
,Houston Aldine C8/AF108/X150 ,2,Reg,50,31,34,32,31,53,72,53,39,39,43,31,38,37,24,30,33,NV,38,69,44,52,35,25,23,44,47,47,40,47,40
,Channelview C15/AH115 ,3,Reg,NV,NA,NV,25,NV,45,72,59,37,NV,NV,NV,NV,NV,22,NV,NV,NV,39,68,41,47,28,25,18,NV,39,48,41,50,NV
,Northwest Harris Co. C26/A110/X154,2,Reg,33,33,35,34,35,50,73,51,30,36,25,30,29,29,23,29,29,21,31,69,48,57,42,30,24,40,38,49,41,47,NV
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,28,23,27,25,29,74,69,44,29,33,36,25,29,27,22,21,26,22,53,81,58,52,31,24,20,38,47,52,42,56,32
,Seabrook Friendship Park C45,1,Reg,24,22,24,21,28,79,55,42,28,29,28,25,25,26,17,18,26,21,49,89,58,49,31,22,22,39,54,53,40,62,28
,Houston Bayland Park C53/A146 ,1,Reg,31,20,25,23,29,71,63,41,30,33,36,23,31,25,17,22,24,21,43,74,65,68,44,21,19,32,62,56,45,47,33
,Conroe Relocated C78/A321,1,Reg,49,48,48,43,32,38,51,51,NV,33,37,39,30,33,35,43,32,21,36,60,40,50,35,37,29,42,38,50,43,42,47
,Manvel Croix Park C84,1,Reg,25,21,28,24,27,63,54,36,24,28,31,20,26,25,20,23,25,19,41,81,80,60,37,22,21,32,74,70,56,57,35
,Clinton C403/C304/AH113 ,3,Reg,28,20,23,23,26,61,81,37,26,27,41,24,26,21,19,20,18,19,48,73,53,55,33,23,18,35,44,50,41,45,27
,Houston North Wayside C405/C1033,1,Reg,43,25,28,26,24,50,75,47,36,34,45,25,34,28,20,25,22,20,42,69,45,49,29,21,19,35,42,47,40,44,32
,Houston Monroe C406,1,Reg,27,23,27,24,29,76,64,33,27,32,35,23,29,27,23,22,25,20,48,77,65,54,33,20,19,35,54,50,44,56,32
,Lang C408,2,Reg,38,28,31,32,33,68,81,54,33,37,39,29,NV,30,22,27,30,23,39,71,51,62,39,24,21,37,55,49,41,47,38
,Houston Croquet C409,2,Reg,24,18,24,22,29,69,56,36,27,31,36,21,28,27,17,22,24,21,41,75,73,58,37,20,19,30,68,58,47,49,32
,Houston Westhollow C410/C3003,1,Reg,27,23,26,23,29,64,59,36,27,33,27,22,28,24,19,21,23,22,34,67,63,67,46,21,17,27,47,51,40,43,33
